ID,District,pH,TN,P2O5,K2O,OM,Sand,Clay,Silt,Longitude,Latitude,Dataset,SN,Texture_class,B,Zn,Source,Year,Palika,Ward.Numbe,Nepal_cropmask1,lyrid,upper_depth,lower_depth
0156A0CE,Salyan,5.8400002,0.09,22.94,160.8,1.61,39,16,46,82.3205,28.5614,Legacy_Data,25697,Loam,NA,NA,NLUP,2074,NA,NA,NA,0156A0CE_1,0,20
0156D992,Morang,6.9000001,0.01,15,133.99,0.27,35,17,48,87.6518,26.7182,Legacy_Data,16647,Loam,0.32,0.06,NLUP,2074,NA,NA,NA,0156D992_1,0,20
015FDD76,Kailali,7.3000002,0.07,88,188,1.47,13,43,44,80.6946,28.777,Legacy_Data,10878,Silt Clay Loam,0.29,0.74,NLUP,2074,NA,NA,NA,015FDD76_1,0,20
016088FC,Myagdi,6.5,0.26,740.054,322.56,5.26,NA,NA,NA,83.3891,28.4576,Legacy_Data,18147,clay,0.03,2.66,SMD,NA,NA,NA,NA,016088FC_1,0,20
01614178,Morang,6.4000001,0.13,29.1,308.2,2.65,40.2,3.1,56.7,87.4236,26.6501,Legacy_Data,16443,SiL,0.94,0.68,NLUP,2074,NA,NA,NA,01614178_1,0,20
01633054,Jhapa,5.1999998,0.12,95,81,2.38,6,19,75,87.8081,26.6417,Legacy_Data,8739,SiL,0.1,1.97,NLUP,2074,NA,NA,NA,01633054_1,0,20
01650DC6,Bajura,7.6500001,0.45,36.48,321.6,9.06,59,8,33,81.6503,29.5393,Legacy_Data,1488,SANDY LOAM,NA,NA,NLUP,2076,NA,NA,NA,01650DC6_1,0,20
016CF0B2,Taplejung,5.3,0.09,301.91,209.8,4.11,66.35,9.4,24.25,87.5983,27.3828,Legacy_Data,29562,Sandy Loam,0.61,2.73,IWRMP,2074,NA,NA,NA,016CF0B2_1,0,20
017058A7,Gulmi,7.199999809,0.1,236,354.82,1.93,18.18,26,55.82,83.3054,28.0031,Legacy_Data,7751,,NA,NA,NLUP,2075,NA,NA,NA,017058A7_1,0,20
01713427,Banke,7.1999998,0.04,1,41.4,0.38,47.8,12.5,39.7,81.618,28.2062,Legacy_Data,1866,L,2.16,0.17,NLUP,2074,NA,NA,NA,01713427_1,0,20
01723640,Kaski,5.59,0.14,51.6,314.2,6.31,30.2,11.2,58.6,83.8631,28.2947,Legacy_Data,12690,Silt Loam,NA,NA,NLUP,2075,NA,NA,NA,01723640_1,0,20
017E2344,Siraha,5.9000001,0.05,2,159.32,0.61,56,10.3,33.7,86.2977,26.793,Legacy_Data,27606,SL,0.36,0.36,NLUP,2074,NA,NA,NA,017E2344_1,0,20
01832FBD,Darchula,6.4000001,0.22,18.45,125.66,2.86,52,12,35,80.4049,29.6913,Legacy_Data,5388,SANDY LOAM,NA,NA,NLUP,2074,NA,NA,NA,01832FBD_1,0,20
0187B92A,Lamjung,5.19,0.16,105.2,179.02,3.09,18.32,16,65.68,84.2257,28.1251,Legacy_Data,14134,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,0187B92A_1,0,20
018D4C3E,Myagdi,5.9,0.24,249.009,80.64,4.86,NA,NA,NA,83.4934,28.3725,Legacy_Data,18339,clay,NA,NA,SMD,NA,NA,NA,NA,018D4C3E_1,0,20
019178DF,Salyan,6.13,0.05,176.02,198.02,2.35,38.6,13.65,47.75,82.0904,28.3833,Legacy_Data,25385,Silt Loam,0.69,0.66,IWRMP,2074,NA,NA,NA,019178DF_1,0,20
0192724C,Nawalparasi,5.8000002,0.08,48.7,188.1,1.03,85.44,2.4,12.16,83.916,27.6016,Legacy_Data,19477,Loamy Sand,NA,NA,NLUP,2074,NA,NA,NA,0192724C_1,0,20
0193641E,Morang,8.1999998,0.09,16.48,913.92,0.8,56,13,31,87.5656,26.5336,Legacy_Data,16900,SIL,0.6,0.14,NLUP,2074,NA,NA,NA,0193641E_1,0,20
01938565,Kalikot,5.9299998,0.14,30.54,442.2,2.86,63,9,28,81.7719,29.3368,Legacy_Data,11310,SL,NA,NA,NLUP,2074,NA,NA,NA,01938565_1,0,20
01982F83,Rolpa,5.6,0.27,69.39,192.6,2.8,26.6,25.9,47.5,82.7403,28.4756,Legacy_Data,23622,Loam,0.21,3.4,IWRMP,2074,NA,NA,NA,01982F83_1,0,20
01991996,Morang,5.5,0.05,12.05,80.4,1.06,22.5,4.1,73.4,87.4166,26.4392,Legacy_Data,16065,SiL,0.44,0.04,NLUP,2074,NA,NA,NA,01991996_1,0,20
019BC477,Gulmi,6.2,0.22,136,115.97,5.02,55.2,6,38.8,83.4229,28.0782,Legacy_Data,7884,SL,NA,NA,NLUP,2075,NA,NA,NA,019BC477_1,0,20
019C790E,Rukum_east,7.91,0.11,180.6,254.7,2.31,33,10,58,82.83,28.5099,Legacy_Data,24587,Silt Loam,NA,NA,NLUP,2076,NA,NA,NA,019C790E_1,0,20
01A14BD1,Bara,5.9000001,0.13,77.14,354.6,2.02,41.48,20.88,37.64,85.0591,27.0984,Legacy_Data,2846,loam,NA,NA,NLUP,2074,NA,NA,NA,01A14BD1_1,0,20
01A19851,Morang,5.4000001,0.3,114.98,208.06,6.03,44,23.8,32,87.4066,26.82,Legacy_Data,16883,Loam,0.36,0.7,NLUP,2074,NA,NA,NA,01A19851_1,0,20
01A8A7AE,Kailali,7.1999998,0.05,NA,75.82,0.67,41.2,7.1,51.7,80.8988,28.6824,Legacy_Data,10697,SIL,1.33,0.38,NLUP,2074,NA,NA,NA,01A8A7AE_1,0,20
01A922E0,Argakhachi,5.4000001,0.08,9.744,260.74,3.54,86,7,7,83.2233,27.805,Legacy_Data,347,Sandy Loam,NA,NA,NLUP,2075,NA,NA,NA,01A922E0_1,0,20
01AB54E0,Sayngja,7.1999998,0.03,55,61,1.55,36,12,52,83.6959,27.9761,Legacy_Data,26629,Silt loam,NA,NA,NLUP,2075,NA,NA,NA,01AB54E0_1,0,20
01B19A81,Jajarkot,6.2199998,0.25,1.131,216,1.7,44,12,44,82.0612,28.7472,Legacy_Data,8647,Loam,NA,NA,NLUP,2076,NA,NA,NA,01B19A81_1,0,20
01B304BE,Sindhupalchowk,5.4,0.21,127.84,70.8,4.22,69.8,14.7,15.5,85.6592,27.9428,Legacy_Data,27433,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,01B304BE_1,0,20
01BE56BC,Saptari,6.5,0.06,65,58,1.14,63,12,25,86.831,26.6374,Legacy_Data,26366,sandy loam,1.1,2.66,NLUP,2074,NA,NA,NA,01BE56BC_1,0,20
01BED666,Bara,7.0300002,0.12,4.58,108.24,2.43,24,42,34,84.9289,27.0386,Legacy_Data,2930,Clay,0.59,0.66,NLUP,2074,NA,NA,NA,01BED666_1,0,20
01C4AD90,Dolakha,6,0.13,178.95,99.64,1.64,NA,NA,NA,86.1173,27.5708,Legacy_Data,6723,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,01C4AD90_1,0,20
01C7A9B0,Nawalparasi,6.5999999,0.05,15,48,0.9,NA,NA,NA,83.7667,27.5406,Legacy_Data,19997,Clay Loam,NA,NA,NLUP,2074,NA,NA,NA,01C7A9B0_1,0,20
01CA69F3,Morang,6.5,0.13,29.05,321.6,2.76,14.6,15.7,69.7,87.3103,26.6504,Legacy_Data,16144,SiL,1.6,0.7,NLUP,2074,NA,NA,NA,01CA69F3_1,0,20
01CBC909,Kapilvastu,7.4000001,0.13,49.1,375.2,2.6,9.8,12.2,78,83.1599,27.5326,Legacy_Data,11526,SiL,0.56,0.02,NLUP,2074,NA,NA,NA,01CBC909_1,0,20
01CC0F01,Nawalparasi,7.6100001,0.14,0.641,82.7,1.39,8.83,61.52,29.65,83.7165,27.539,Legacy_Data,18879,Silty Clay Loam,2.18,2.77,NLUP,2074,NA,NA,NA,01CC0F01_1,0,20
01CC7647,Saptari,5.6999998,0.09,16,58,1.74,26,17,57,86.8633,26.6111,Legacy_Data,26172,siltyloam,1.19,1.22,NLUP,2074,NA,NA,NA,01CC7647_1,0,20
01CD87FA,Rolpa,7.45,0.03,370.5,1091.3,0.78,75,10,15,82.454,28.5146,Legacy_Data,23870,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,01CD87FA_1,0,20
01D0BFF2,Doti,6.21,0.12,97.58,494.69,2.39,66,14,21,80.9748,29.2869,Legacy_Data,7064,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,01D0BFF2_1,0,20
01D120EB,Panchthar,4.71,0.26,386.23,1798.27,3.06,50.58,4,45.42,87.9622,27.124,Legacy_Data,21240,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,01D120EB_1,0,20
01D3CD3B,Sankhuwasabha,5.3000002,0.16,34.1,549.4,3.16,66.54,7.64,25.82,87.4031,27.4443,Legacy_Data,26055,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,01D3CD3B_1,0,20
01D3DF35,Jhapa,5.1999998,0.18,95.15,125.39,2.99,56.4,2.8,40.8,88.1526,26.639,Legacy_Data,9483,SL,3.1,0.08,NLUP,2074,NA,NA,NA,01D3DF35_1,0,20
01D5F9C4,Sindhupalchowk,5.77,0.14,19.71,168,2.85,65.3,17.4,17.3,85.6606,27.9198,Legacy_Data,27398,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,01D5F9C4_1,0,20
01D8D159,Parsa,5.5999999,0.08,28.97,47.7,1.32,23.2,20.3,56.5,84.8041,27.0196,Legacy_Data,21420,SIL,2.67,0.04,NLUP,2074,NA,NA,NA,01D8D159_1,0,20
01E27924,Morang,5.4000001,0.03,4,78.3,0.15,24.1,18.2,57.7,87.3667,26.5281,Legacy_Data,16413,SIL,2.23,0.38,NLUP,2074,NA,NA,NA,01E27924_1,0,20
01E8917E,Rolpa,7,0.02,693.1,808.5,0.69,50,22,28,82.9077,28.3412,Legacy_Data,24027,Loam,NA,NA,NLUP,2076,NA,NA,NA,01E8917E_1,0,20
01EFBC74,Banke,6.5999999,0.07,32.2,108.18,1.1,45.8,8.5,45.7,81.5829,28.2097,Legacy_Data,1778,L,2.27,0.18,NLUP,2074,NA,NA,NA,01EFBC74_1,0,20
01F05158,Parsa,6.4000001,0.03,2,65.05,0.11,45.2,12,42.8,84.7972,27.0618,Legacy_Data,21655,L,1.57,0.04,NLUP,2074,NA,NA,NA,01F05158_1,0,20
01F17CF9,Mahottari,6.1999998,0.07,12.81,59.14,1.05,85,6.8,8.2,85.7527,26.8002,Legacy_Data,14713,Sandy Clay Loam,0.2,0.51,NLUP,2074,NA,NA,NA,01F17CF9_1,0,20
01F6FB4A,Tanahu,5.61,0.16,4.13,134,3.28,28.2,21.8,50,84.361,27.932,Legacy_Data,29007,Silt Loam,NA,NA,NLUP,2075,NA,NA,NA,01F6FB4A_1,0,20
01F6FD9A,Dhadhing,5.55,0.16,28.96,241.2,3.15,49.2,36.5,14.3,85.0906,28.1725,Legacy_Data,5994,Sandy clay,NA,NA,NLUP,2077,NA,NA,NA,01F6FD9A_1,0,20
0203EF3A,Rolpa,7,0.26,33.39,222.04,2.8,32.1,28.4,39.5,82.8663,28.2873,Legacy_Data,23830,Clay Loam,0.41,1.03,IWRMP,2074,NA,NA,NA,0203EF3A_1,0,20
02045BBE,Kailali,8,0.08,50.319,69.38,1.52,36,14.3,49.7,81.0541,28.5792,Legacy_Data,10743,L,3.93,0.36,NLUP,2074,NA,NA,NA,02045BBE_1,0,20
02059F8C,Surkhet,5.96,0.15,38.25,536,3.02,49.4,44.6,6,81.2716,28.7563,Legacy_Data,28807,Sandy Loam,NA,NA,NLUP,2075,NA,NA,NA,02059F8C_1,0,20
0207A414,Sindhupalchowk,5.9,0.02,21.08,136.8,0.43,88.8,6.7,4.5,85.7544,27.7023,Legacy_Data,27084,Sandy Soil,NA,NA,NLUP,2077,NA,NA,NA,0207A414_1,0,20
020833EF,Morang,5.4499998,0.13,14.72,115.2,0.98,57,19.3,29.7,87.4764,26.4481,Legacy_Data,16918,Loam,0.6,0.09,NLUP,2074,NA,NA,NA,020833EF_1,0,20
02099E51,Rolpa,6,0.38,102.33,296.21,3.7,37.1,47.15,15.75,82.5518,28.4173,Legacy_Data,23543,Clay,0.82,3.19,IWRMP,2074,NA,NA,NA,02099E51_1,0,20
020B2F14,Terathum,5.7,0.05,50.17,297.8,2,63.1,12.15,24.75,87.4054,27.1176,Legacy_Data,29997,Sandy Loam,1.12,1.06,IWRMP,2074,NA,NA,NA,020B2F14_1,0,20
020D6BDC,Banke,6.8000002,0.36,372,67,7.17,60,10,30,81.6793,28.1371,Legacy_Data,1912,Sandy Loam,0.07,1.27,NLUP,2074,NA,NA,NA,020D6BDC_1,0,20
020E920C,Rautahat,6.8000002,0.05,2.57,190.24,0.7,20.6,16,63.4,85.3037,26.7552,Legacy_Data,23016,SIL,0.6,0.12,NLUP,2076,NA,NA,NA,020E920C_1,0,20
0212DA91,Sunsari,6.3000002,0.04,26,204,0.77,NA,NA,NA,87.2131,26.6414,Legacy_Data,28660,silty clay loam,0.98,1.32,NLUP,2074,NA,NA,NA,0212DA91_1,0,20
02146CF6,Rautahat,6.8000002,0.08,47.77,114.48,1.34,32.6,16,59.1,85.3388,26.7759,Legacy_Data,23042,SIL,0.59,0.09,NLUP,2076,NA,NA,NA,02146CF6_1,0,20
021A7531,Gulmi,6.1,0.23,154,629.46,5.37,58.3,4.3,37.4,83.1172,28.1873,Legacy_Data,7857,SL,NA,NA,NLUP,2075,NA,NA,NA,021A7531_1,0,20
021B5EDA,Rolpa,8.3,0.06,16.07,550.7,1.54,25,22,53,82.5477,28.2089,Legacy_Data,24052,Silt Loam,NA,NA,NLUP,2076,NA,NA,NA,021B5EDA_1,0,20
021C84E7,Kapilvastu,8.4499998,0.07,13.11,160.8,1.41,NA,18.3,81.7,82.7452,27.5507,Legacy_Data,11511,SiL,NA,NA,NLUP,2074,NA,NA,NA,021C84E7_1,0,20
021D801F,Rolpa,7,0.27,350.71,253.8,2.9,50.35,10.9,38.75,82.4111,28.3031,Legacy_Data,23516,Loam,0.19,0.85,IWRMP,2074,NA,NA,NA,021D801F_1,0,20
0221BEB5,Nawalparasi,6.5999999,0.04,24,49,0.87,NA,NA,NA,83.6993,27.587,Legacy_Data,20234,Lomy Sand,NA,NA,NLUP,2074,NA,NA,NA,0221BEB5_1,0,20
0230FB44,Jhapa,6.0500002,0.06,13.11,201,1.24,25,16,59,87.8519,26.4545,Legacy_Data,8854,SiL,2.47,0.02,NLUP,2074,NA,NA,NA,0230FB44_1,0,20
0231DFF8,Accham,5.8099999,0.3,49.44,924.6,6.08,52,13,35,81.2132,28.9438,Legacy_Data,31,LOAM,NA,NA,NLUP,2076,NA,NA,NA,0231DFF8_1,0,20
0237B752,Myagdi,6.08,0.02,212.8,181.1,0.46,46,6,48,83.541,28.3947,Legacy_Data,18483,Sandy loam,NA,NA,NLUP,2076,NA,NA,NA,0237B752_1,0,20
023B7393,Bajura,5.4000001,0.19,12.36,187.6,3.77,60,8,32,81.4648,29.4395,Legacy_Data,1599,SANDY LOAM,NA,NA,NLUP,2076,NA,NA,NA,023B7393_1,0,20
023C10B0,Rolpa,5.4,0.08,36.89,100.55,3.9,46.1,21.9,32,82.7643,28.3555,Legacy_Data,23812,Loam,0.94,3.53,IWRMP,2074,NA,NA,NA,023C10B0_1,0,20
023C758F,Accham,5.6999998,0.22,32.36,375.1,4.44,36,17,48,81.4132,29.0018,Legacy_Data,62,LOAM,NA,NA,NLUP,2076,NA,NA,NA,023C758F_1,0,20
0242A279,Sunsari,6.9000001,0.12,42,291,2.5,NA,NA,NA,87.1421,26.6494,Legacy_Data,28542,sandy loam,1.01,1.5,NLUP,2074,NA,NA,NA,0242A279_1,0,20
0242E0C0,Kapilvastu,6.3000002,0.05,13.11,120.6,1.05,9.6,11.5,78.9,82.7795,27.5999,Legacy_Data,11521,Si,NA,NA,NLUP,2074,NA,NA,NA,0242E0C0_1,0,20
024347F5,Myagdi,6.5,0.34,154.995,403.2,6.77,NA,NA,NA,83.5142,28.4473,Legacy_Data,18287,loam,0.15,1.26,SMD,NA,NA,NA,NA,024347F5_1,0,20
024467C9,Morang,6.0999999,0.15,69.95,177.18,2.92,33,22,45,87.374,26.7764,Legacy_Data,16705,Loam,0.59,0.87,NLUP,2074,NA,NA,NA,024467C9_1,0,20
024689D7,Tanahu,6.8,0.17,131.78,1248.84,3.58,47.2,5.7,47.1,84.2477,27.8907,Legacy_Data,29189,SL,NA,NA,NLUP,2075,NA,NA,NA,024689D7_1,0,20
0246DA0A,Morang,7,0.09,9.06,201,1.84,19.2,9,71.8,87.3833,26.617,Legacy_Data,16098,SiL,0.1,0.3,NLUP,2074,NA,NA,NA,0246DA0A_1,0,20
02493D3F,Surkhet,7.3000002,0.15,5.396,101.41,2.72,25.6,21.3,53.1,81.4564,28.7846,Legacy_Data,28901,Silt Loam,NA,NA,NLUP,2075,NA,NA,NA,02493D3F_1,0,20
0250ADE4,Sindhupalchowk,5.02,0.33,27.83,132,6.63,72.6,15.7,11.7,85.6963,27.9962,Legacy_Data,27470,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,0250ADE4_1,0,20
02519138,Kailali,7.5999999,0.06,14,291.33,0.86,29.2,35.4,35.4,80.975,28.5184,Legacy_Data,11023,CL,0.36,0.39,NLUP,2074,NA,NA,NA,02519138_1,0,20
02521DBD,Baitadi,6.23,0.02,106.4,598.1,2.58,66,8,26,80.3584,29.3966,Legacy_Data,847,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,02521DBD_1,0,20
02555E1A,Accham,6.0700002,2.21,17.74,108,2.21,40,50,10,81.1903,29.0537,Legacy_Data,165,Silt Loam,NA,NA,NLUP,2076,NA,NA,NA,02555E1A_1,0,20
025AF023,Morang,5.9000001,0.03,19.06,80.4,0.63,23.5,4.1,72.4,87.4191,26.447,Legacy_Data,16091,SiL,0.56,0.05,NLUP,2074,NA,NA,NA,025AF023_1,0,20
025F72EE,Morang,6.9499998,0.07,3.1,187.6,1.46,20.1,6.1,73.8,87.361,26.4027,Legacy_Data,16052,SiL,0.85,0.13,NLUP,2074,NA,NA,NA,025F72EE_1,0,20
0263D52D,Parsa,5.1999998,0.08,2.45,75.26,0.96,49,34,17,84.7418,27.2064,Legacy_Data,21835,Sandy Clay Loam,0.78,0.09,NLUP,2074,NA,NA,NA,0263D52D_1,0,20
0265C049,Darchula,6,0.33,NA,224.92,4.33,30,12,58,80.4266,29.7772,Legacy_Data,5456,SILT LOAM,NA,NA,NLUP,2074,NA,NA,NA,0265C049_1,0,20
0266A539,Gulmi,5.3,0.15,17,40.37,3.12,64.3,3.2,32.5,83.064,28.1149,Legacy_Data,8066,SL,NA,NA,NLUP,2075,NA,NA,NA,0266A539_1,0,20
0268715C,Jhapa,5.0999999,0.1,39.06,640,2.09,24,11,65,87.8912,26.5354,Legacy_Data,8800,SiL,0.3,0.8,NLUP,2074,NA,NA,NA,0268715C_1,0,20
026877A0,Accham,5.3000002,0.07,5.27,68.18,0.82,52,15,32,81.2584,29.2178,Legacy_Data,241,SANDY LOAM,NA,NA,NLUP,2076,NA,NA,NA,026877A0_1,0,20
026C91FE,Banke,7,0.14,2.114,341.76,2.9,30.1,32.5,37.4,81.5848,28.2232,Legacy_Data,1874,CL,2.15,0.17,NLUP,2074,NA,NA,NA,026C91FE_1,0,20
026F0F3B,Mugu,7.5599999,0.12,98.26,167.66,1.56,42.74,14,43.26,82.0273,29.6283,Legacy_Data,17579,Loam,NA,NA,NLUP,2077,NA,NA,NA,026F0F3B_1,0,20
0273A246,Myagdi,5,0.15,72.172,268.8,3.08,NA,NA,NA,83.5645,28.3938,Legacy_Data,18054,clay loam,NA,NA,SMD,NA,NA,NA,NA,0273A246_1,0,20
02787EF9,Sindhupalchowk,5.22,0.23,13.6,168,4.58,38.4,12.9,48.7,85.6314,27.9514,Legacy_Data,27439,Loamy Soil,NA,NA,NLUP,2077,NA,NA,NA,02787EF9_1,0,20
0289C44B,Lamjung,5.87,0.09,169.03,392,2.31,59.45,4,36.55,84.4203,28.417,Legacy_Data,13831,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,0289C44B_1,0,20
028A5A35,Rolpa,6,0.08,25.89,128.66,4.6,37.35,21.4,41.25,82.674,28.4863,Legacy_Data,23847,Loam,0.65,0.68,IWRMP,2074,NA,NA,NA,028A5A35_1,0,20
028AC5EB,Dolakha,5.47,0.18,94.28,54.45,3.56,NA,NA,NA,86.1265,27.5615,Legacy_Data,6735,Loam,NA,NA,NLUP,2077,NA,NA,NA,028AC5EB_1,0,20
028B5B1B,Bara,6.5,0.1,40.46,134,1.61,62.4,13.6,24,85.1441,27.03,Legacy_Data,3159,sandy loam,1.04,1.46,NLUP,2074,NA,NA,NA,028B5B1B_1,0,20
028DDE85,Jhapa,4.9000001,0.06,53,161,1.11,35,13,52,87.7862,26.6108,Legacy_Data,9038,SiL,0.2,1.08,NLUP,2074,NA,NA,NA,028DDE85_1,0,20
028E5306,Nawalparasi,5.0999999,0.12,7.882,52.05,NA,28.93,33.16,37.91,84.0191,27.5855,Legacy_Data,20334,CL,NA,NA,NLUP,2074,NA,NA,NA,028E5306_1,0,20
02947906,Kailali,6.5,0.11,77,161,2.28,78,16,6,80.6689,28.776,Legacy_Data,11098,Sandy Loam,0.05,1.42,NLUP,2074,NA,NA,NA,02947906_1,0,20
029690F4,Rupendehi,5.8000002,0.13,184.26,334.08,2.61,38.9,18.3,42.8,83.5474,27.6298,Legacy_Data,25060,L,1.25,0.25,NLUP,2074,NA,NA,NA,029690F4_1,0,20
029A6EAB,Rautahat,8.3999996,0.06,22.35,81.11,1.11,35,15,50,85.2351,27.0783,Legacy_Data,23148,silt loam,0.17,0.54,NLUP,2076,NA,NA,NA,029A6EAB_1,0,20
029B1502,Bardiya,6.4000001,0.05,4.7,NA,0.73,35.8,20.5,43.7,81.4915,28.1372,Legacy_Data,3400,L,NA,0.4,NLUP,2074,NA,NA,NA,029B1502_1,0,20
02A1E659,Sunsari,6.0999999,0.02,41.74,80.64,0.3,90,3,7,87.1307,26.5174,Legacy_Data,28513,Sand,0.13,0.14,NLUP,2074,NA,NA,NA,02A1E659_1,0,20
02ABD127,Bara,7.5700002,0.06,20.006,32.68,1.72,75.57,4.76,19.67,85.1706,26.9644,Legacy_Data,3212,Loamy Sand,10.65,0.7,NLUP,2074,NA,NA,NA,02ABD127_1,0,20
02B1B0DB,Morang,6.5,0.07,3.1,134,1.49,12.8,4.4,82.8,87.3883,26.4748,Legacy_Data,15876,Si,0.85,0.08,NLUP,2074,NA,NA,NA,02B1B0DB_1,0,20
02B3AACF,Rautahat,5.9000001,0.57,12.53,64.51,4.98,88,6.1,5.9,85.2027,26.9443,Legacy_Data,23463,Sandy Loam,0.23,0.11,NLUP,2076,NA,NA,NA,02B3AACF_1,0,20
02B4FB15,Makwanpur,5.18,0.19,74.59,154.97,8.07,30.6,8,61.4,85.0223,27.6711,Legacy_Data,15652,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,02B4FB15_1,0,20
02B51CAF,Bajhang,7.4000001,0.2,44.42,763.8,4.07,39,13,48,80.9645,29.4662,Legacy_Data,1433,Loam,NA,NA,NLUP,2076,NA,NA,NA,02B51CAF_1,0,20
02B569A8,Dadeldhura,6.2800002,0.05,191.88,540,1.01,18,18,64,80.3196,29.1537,Legacy_Data,4355,Silty Loam,NA,NA,NLUP,2076,NA,NA,NA,02B569A8_1,0,20
02BF7FD9,Bhojpur,4.88,0.08,33.12,116.41,2.13,60.93,6,33.07,87.0144,27.1141,Legacy_Data,3835,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,02BF7FD9_1,0,20
02C39F3E,Kailali,6.9000001,0.06,18,237,1.24,NA,NA,NA,80.978,28.7201,Legacy_Data,11195,clay,0.9,0.87,NLUP,2074,NA,NA,NA,02C39F3E_1,0,20
02C622AB,Rautahat,6.5999999,0.09,40.92,80.81,1.73,NA,NA,NA,85.2874,26.8859,Legacy_Data,23157,L,0.96,0.18,NLUP,2076,NA,NA,NA,02C622AB_1,0,20
02CB9005,Mahottari,5.6999998,0.05,34.61,105.91,1.11,9.3,29,59.2,85.8523,26.777,Legacy_Data,14156,Sandy clay loam,0.37,0.48,NLUP,2074,NA,NA,NA,02CB9005_1,0,20
02CE06FF,Argakhachi,6,0.04,1.88,51.07,0.68,83,9,8,82.8054,27.798,Legacy_Data,396,Sandy Loam,NA,NA,NLUP,2075,NA,NA,NA,02CE06FF_1,0,20
02D3C21E,Morang,6.5999999,0.07,6.1,80.4,1.5,23,4.4,72.6,87.5035,26.5868,Legacy_Data,16087,SiL,0.2,0.16,NLUP,2074,NA,NA,NA,02D3C21E_1,0,20
02D76948,Dhadhing,6.7,0.14,37.29,73.2,2.75,11.6,41.3,47.1,84.9645,27.7651,Legacy_Data,5624,Silty clay,NA,NA,NLUP,2077,NA,NA,NA,02D76948_1,0,20
02D7A67D,Rasuwa,5.46,0.22,19.9,124.8,4.35,71.7,15.6,12.7,85.2801,28.037,Legacy_Data,22896,Sandy loam,NA,NA,NLUP,2077,NA,NA,NA,02D7A67D_1,0,20
02D7D903,Morang,5.6999998,0.09,30.01,260.8,1.86,32.8,2.7,64.5,87.323,26.4277,Legacy_Data,16256,SiL,0.72,0.04,NLUP,2074,NA,NA,NA,02D7D903_1,0,20
02D8B830,Rukum_west,6.3000002,0.05,176.8,272.4,1.06,70,15,16,82.263,28.6987,Legacy_Data,24819,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,02D8B830_1,0,20
02D976FE,Rolpa,7.3,0.09,64.89,173.12,3.9,52.85,36.65,10.5,82.5063,28.4591,Legacy_Data,23636,Sandy Clay,1.3,2.73,IWRMP,2074,NA,NA,NA,02D976FE_1,0,20
02E33A8A,Bara,6.4000001,0.1,56.021,86.06,1.78,33.54,27.39,39.07,85.1222,26.9606,Legacy_Data,2785,Clay Loam,7.24,0.17,NLUP,2074,NA,NA,NA,02E33A8A_1,0,20
02E9C405,Rolpa,5.98,0.03,411.1,549.3,0.8,38,12,50,82.8034,28.198,Legacy_Data,24007,Silt Loam,NA,NA,NLUP,2076,NA,NA,NA,02E9C405_1,0,20
02F1BD09,Panchthar,5.8,0.27,471.72,445.32,9.26,9.9,2,88.1,87.9628,27.2376,Legacy_Data,21321,Silt,NA,NA,NLUP,2077,NA,NA,NA,02F1BD09_1,0,20
02F1F5EA,Makwanpur,5.54,0.12,224.35,196.78,2.19,27.62,12,60.38,85.3853,27.3734,Legacy_Data,15273,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,02F1F5EA_1,0,20
02F28945,Dailekh,6.1300001,0.12,133.68,393.22,4.96,67,4,29,81.8576,28.7994,Legacy_Data,5081,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,02F28945_1,0,20
02F4091A,Lalitpur,5.5,0.12,278,158,2.8,31.2,14.3,54.51,85.3532,27.6158,Legacy_Data,13632,SiL,0.5,NA,NLUP,2077,NA,NA,NA,02F4091A_1,0,20
02F6C29D,Parsa,5.5999999,0.09,44.54,21.69,1.67,36.6,12.3,51.1,84.7977,27.0872,Legacy_Data,21484,SIL,1.4,0.02,NLUP,2074,NA,NA,NA,02F6C29D_1,0,20
02F7603F,Rukum_west,6.0999999,0.1,34.38,116.4,1.9,74,24,2,82.3276,28.6678,Legacy_Data,24784,Sandy Clay Loam,NA,NA,NLUP,2076,NA,NA,NA,02F7603F_1,0,20
02F8259D,Nawalparasi,5.3000002,0.1,46.1,32.2,3.23,55.84,8.88,35.28,83.8057,27.5025,Legacy_Data,19158,Sandy Loam,NA,NA,NLUP,2074,NA,NA,NA,02F8259D_1,0,20
